1.89 	0.74 	12.62 	64.70 	2.79 	9.43 	0.06 	6.78 	0.68 	1070	50	90	140	300	90	30	60	920	0 0 1
2.44 	0.21 	12.36 	74.29 	3.44 	4.93 	0.01 	1.32 	0.00 	970	30	100	30	360	70	20	70	410	0 0 1
2.99 	0.06 	20.68 	70.70 	3.03 	0.45 	0.07 	1.02 	0.00 	580	50	90	80	380	30	40	80	150	0 0 1
3.98 	0.14 	13.28 	67.55 	3.44 	7.27 	0.03 	3.32 	1.08 	690	30	110	2010	320	100	20	50	580	0 0 1
3.56 	0.00 	12.99 	72.52 	3.38 	5.84 	0.02 	0.68 	0.00 	600	0	60	50	360	130	30	50	360	0 0 1
1.59 	0.28 	20.48 	72.47 	2.68 	0.31 	0.06 	1.12 	0.00 	620	50	120	90	400	40	40	70	150	0 0 1
1.38 	0.24 	20.99 	72.35 	2.56 	0.25 	0.10 	1.13 	0.00 	590	30	120	110	360	30	40	80	100	0 0 1
1.58 	0.54 	19.72 	71.79 	2.62 	1.57 	0.06 	1.11 	0.00 	590	70	180	50	400	40	30	60	40	0 0 1
1.80 	0.28 	23.40 	68.81 	2.72 	0.65 	0.11 	1.23 	0.00 	680	80	190	120	430	30	40	110	120	0 0 1
6.46 	5.10 	19.86 	64.44 	1.98 	0.28 	0.06 	0.82 	0.00 	620	40	100	50	330	30	20	80	280	0 0 1
2.44 	0.26 	13.64 	71.91 	3.79 	5.57 	0.03 	1.36 	0.00 	900	0	100	50	340	120	30	60	480	0 0 1
2.21 	0.52 	13.94 	70.13 	2.86 	7.39 	0.03 	1.91 	0.00 	1050	70	120	0	360	160	30	70	630	0 0 1
2.69 	0.30 	13.67 	71.69 	3.64 	5.62 	0.03 	1.35 	0.00 	930	20	100	80	380	130	40	60	420	0 0 1
2.34 	0.37 	13.90 	70.72 	2.91 	6.85 	0.03 	1.88 	0.00 	970	70	100	60	330	140	40	70	640	0 0 1
3.02 	0.11 	12.25 	74.33 	3.18 	5.26 	0.05 	0.80 	0.00 	800	30	60	20	310	110	20	70	710	0 0 1
2.19 	0.08 	12.95 	68.71 	3.08 	8.19 	0.04 	3.76 	0.73	730	40	90	220	280	100	20	50	790	0 0 1
2.19 	0.35 	14.72 	67.59 	2.86 	6.86 	0.04 	4.40 	1.04	960	30	90	120	310	100	30	80	610	0 0 1
2.77 	0.10 	13.50 	70.13 	3.55 	5.62 	0.03 	3.29 	0.61	810	30	90	260	340	120	30	70	410	0 0 1
2.41 	0.49 	14.71 	67.83 	3.12 	6.19 	0.04 	4.21 	0.99	870	30	90	100	310	100	30	70	610	0 0 1
1.73 	0.10 	12.42 	73.64 	3.39 	5.52 	0.08 	2.13 	0.66	760	30	70	60	290	80	30	60	1620	0 0 1
